,TIER,SUMMONERID,SUMMONERNAME,LEAGUEPOINTS,WINS,LOSSES,VETERAN,INACYIVE,FRESHBLOOD,HOTSTREAK
564,GRANDMASTER,eNhI5M3H0osV0zDG4PkVhgmORuS8NPDo-eG4afzVhFVTdNswiGQFfuuAoA,cwq141,614,77,19,0,0,1,1
565,GRANDMASTER,iegJCIZhQQAnNqs1j7y7sN3YfQvH66xCFKaRfJALGOFE8ho,강해린yee상하다,638,197,163,0,0,0,0
566,GRANDMASTER,h7pbrIhtzJcmvdmkcg6ax9liInNZMEoicJAHV5Apfc5yrpU,woshihaichao,797,264,230,0,0,1,0
567,GRANDMASTER,tjyVqTA8YScWUA0yIHqW-XzFRGwggpbGFpYXZmK_R4FzCWQ,zhusang fuzhu,526,101,63,0,0,1,0
568,GRANDMASTER,znSGD-9b1amuUR8g0MAIcJJvq5-6JxzLZksA1k5r-PJKww,Evil lin,780,80,38,0,0,0,0
569,GRANDMASTER,zAK_OD2TXwFOqlrrg-V5IZ2IBbvoCdLpomMuRv7QvK6HGyU,Daehu,674,432,403,0,0,1,0
570,GRANDMASTER,4NMoNwv54H6-K6z_SJPGtqHhUssTZpZxnjVW9G1xIKI_mM14H17NPOoG1A,yezy,876,127,71,0,0,0,0
571,GRANDMASTER,GuOg1ZP8emHLxhm33XQ-RwZBpfsvNETrD-ijrS1wLD186SY,역천괴,617,250,221,0,0,1,0
572,GRANDMASTER,PBQfMUCuqGbZEKt6XJ3NGFIF-o7Dp3CUc63YrSqeYPUDpU29vVyPiRA77g,NSIire,613,298,249,0,0,1,0
573,GRANDMASTER,gm2Om92LudVFFMNO3Vdcp6wh3uAzht7z9kK2N02UrBwBZw,아픈척,679,156,116,0,0,0,1
574,GRANDMASTER,8_dIO9kOikCWg9KE6IzEQSZqfch7Wjmt38Z9Wdzvm9XRz-49qSLRRe_QGA,zui leng yi tian,641,244,220,0,0,1,0
575,GRANDMASTER,h_Pnq1mOSlWfgidEtU2uVfWoAcXpE2CHPtq1p_akLVbGL5PHKfTpizawng,choice2,702,217,188,0,0,1,1
576,GRANDMASTER,1FtP1HkazUMBbu_MvIQkIlL-kdbjmtuZ-gBqZLXMizz_78M,솜 콩,704,267,239,0,0,0,1
577,GRANDMASTER,MKWRvDSqb9Jtzs7LgpGdcFGXH52UrpoD_ILeEUv449uc3LZBb8IMAWhMog,또 한 해,622,350,326,0,0,0,0
578,GRANDMASTER,c_XVvF0_19CDNJ-qI0c9M-O8gY36UzAlT_WLBZ62q86Wcr4,디알엑스 파테,898,249,208,0,0,1,0
579,GRANDMASTER,yPg_Ebw2Wi9i_WS8lvPHlWAiX4kyXhwdr0SJfvL9hQA-_oA-,정점의 피지컬,642,456,421,0,0,1,1
580,GRANDMASTER,E9Ivt0GGsaQ_B8FFt58-s6GcGoBuymJyfilCivrQjoghRw,Happy Cats,654,464,442,1,0,0,0
581,GRANDMASTER,bQTzBEZHTCbswtWuESclpr_6rGFcAnyUjXZj5PPpEzj9Lg,물다이아,620,192,171,0,0,1,0
582,GRANDMASTER,443ijwSZaYn14UOHHmUyDIUUUbzTC1BgdIFmcOaEEUWVRUg,TimeSound,698,128,88,0,0,1,1
583,GRANDMASTER,Gtn5LDTB-_-MpIWuArI89XefbKlW2xCEkp-WlZkAPyAptwq9hbkomdrnLg,출전을 신청하다,902,287,217,0,0,1,0
584,GRANDMASTER,ZciefaXUjyjQlHrm7_FmyVXLybfgLlQ6tIvjeEJbY6EUiq8,Som is cute,891,239,198,0,0,1,0
585,GRANDMASTER,wjkpdTXuiOZUZfTiF3k-BDumIhjlSLc2mhT1vCLv4iIaGQ,낭아극쇄검,415,608,583,0,0,1,0
586,GRANDMASTER,SQAdP70Pf7s7ZXbkAP7zAOA4Pf3TVhVTVyzIoaaOKWRPZL0,BRO Hena,905,496,463,0,0,1,0
587,GRANDMASTER,SQaAofQKhlWeS7lX3ANMDPMcg6v9ZIOnD98Bp9wb2O2YajA,Bye Babe,616,448,417,0,0,1,0
588,GRANDMASTER,g2ER2Oii-HkNh3bjqkncbqu4_QxfrSwRTCXgQ7HYyAIb0Hc,아라드,673,448,420,0,0,0,0
589,GRANDMASTER,r0UGb4s6SIkEQVYfiMmv8Rqln0uRSX7Lcs6qcVVG-lvKzO49Xdgbo94e9w,수요일은다먹는날,736,277,243,1,0,0,1
590,GRANDMASTER,1wAs4JcN1mJPLWHK-bnujHSjCkwuQKuKFRPYb5ffvVP1cm0,쟁구쟁구,713,276,254,0,0,0,0
591,GRANDMASTER,O6KH0OeRw5_MTqJQsAmqPfQ7AL30_589QIdVu7YzHmNFbkE,F0rest of Time,913,434,403,0,0,1,0
592,GRANDMASTER,QjOJ_HzPabOMpmYNack1VbdB6RNwgE-4SeHBbyyColRN__w,Mocha,672,145,113,0,0,1,0
593,GRANDMASTER,lXn73hsnTkiLoTTvWmBJTejzb4GTA6C7FWe1_LSIYym7hKc6,nfof,710,132,98,0,0,1,0
594,GRANDMASTER,_z7MVHyu05mKHM4SwRJPXnHeywXG8MsMFAKf_GPq2PpTuuI,무지개 보고 싶다,820,217,166,0,0,0,0
595,GRANDMASTER,2D1E5LQzJJt2BCIYp6RRNkyziolqMX8na62ItopPBgHTipgkXPar_l1pig,xczxczqre,778,137,96,0,0,0,0
596,GRANDMASTER,yPvw8S9IK1xAS1kba_Mn1Ron7jo2wME7c4HDDBX_LqXO7LewXwDGJB0Ozg,a weak person,784,239,197,0,0,0,0
597,GRANDMASTER,BOr0PpcH5nkkJA_mX_ky5Ziq6meu10OWTOrUQoVTl1fvK8rg,디알엑스스,680,196,171,0,0,0,0
598,GRANDMASTER,UgMB1ckupgFBecUTiPfj_7IW2Q2cpI_vZ8Yu9oW-eAR-a1I,GABUNGKlNG,867,396,364,0,0,1,0
599,GRANDMASTER,Z6pKQIZHGb4ZANFN-_UhsmkDzghy6RL8mgXjw9PoqowMjbtKNrepB5Bi0A,godqhr,571,840,814,0,0,1,0
600,GRANDMASTER,lZ6f4B-FH_WnD0KOIWSX_RSBVny5fBn-C4DvS67iZ4x5CGUMqevcybaIeQ,Challengers T1,869,176,128,0,0,0,0
601,GRANDMASTER,AFHo2ttXsd0xuvAgzkL8nmzNN1MSiDsiKO1u34inL9rjhj4,블루리쉬잘해요,638,156,124,0,0,0,0
602,GRANDMASTER,4uBpr8fRA-ETeeZYgrTnWAdoj53K-qct4zM9T8vJK3RB7h38vJc3N_mQhw,fei  ji  jug,834,259,179,0,0,0,0
603,GRANDMASTER,baQPYlKmdlMaMaL8MTV1BqIZ4rj2utnRtxowL0uLrlS_6sElt8VfGHUoug,xrzs,670,740,690,0,0,1,1
604,GRANDMASTER,nQ610WIl3aAR9NWOSoWxYFp-wCY2zTmaTkTfPWUhNT6CyRfleLn3bpETQA,Kind baby,661,241,180,0,0,0,1
605,GRANDMASTER,xO8HX6J-5G7tD--5vrhtNRzcc3QxQL9CDbVwdiVqpqFRXcs,조관우급 늪 설치,922,237,188,0,0,1,0
606,GRANDMASTER,FV4dT-0PDh9SOqoto5x1LTkjVVwrUgGId5eWEKY9ntMgtMQ,Life1,864,260,237,0,0,1,0
607,GRANDMASTER,Q1jyPqcYzshu4EB6zzcKZ2ELJ4BxE2RBGlLf-kEpy_Re-xGE1TV4wuTd0A,YILUDA,861,205,145,0,0,0,0
608,GRANDMASTER,mWryU9RYwKDdOIJ6rLDWHlrbL3RShOVXcpG6c5hkedKW0Io,이현 스토리,622,234,200,0,0,0,0
609,GRANDMASTER,UypSeHpC1xEJzL0x26AJfksfOsRCyThCuiFWDf99LhS9MuynS1efKuR97w,민식박 제자1,619,514,489,0,0,1,0
610,GRANDMASTER,CyUWBt53_z7VfuVwBCfS-HOTWaMWFRj_APv00MTxOCbEWlk,코뚱잉,619,837,798,0,0,1,0
611,GRANDMASTER,ZiCPozOOONR0bUnhxQPX4H86tnMzN2dUtzSSDRUuzyGmcndUrcMd84ezMQ,eggking,618,229,192,0,0,1,1
612,GRANDMASTER,9bynrfKSNImPfuwcQFZx-I86NbEZE4_cLZYGMlX7S2wJxogxy3vwxcqisQ,SajiaoBaby,897,152,85,0,0,1,0
613,GRANDMASTER,uMDJU0SYxRdvWmdM4vin572s9PJMMPlc8VqL4sOm4rY8Mni20YCjHLNgaA,이잉하지마세요,676,544,503,0,0,0,0
614,GRANDMASTER,ylLGfVoLVry9pCCKgH6UbPCW5PHemFnPSwvJP1WW33_tC9M,미스포츈외길인생,664,570,556,0,0,1,0
615,GRANDMASTER,F5P3pNNAFuvQD-LsFrQ7vtBjQyueo96k5Jd0Pi1MwNwXN2I,qingshu y,906,301,238,0,0,1,0
616,GRANDMASTER,P7HRSAEqNiUFZRJzKryiMt6Ws-613_8wajuOUad7pf-SDOo,fkch,781,477,441,0,0,1,0
617,GRANDMASTER,G7KbaaOf4OYSUmElaDPFMdyMAFyOFByA_jfwG4Qks01sTDhwMxyW3lQ1lg,핸드맨 성형했다,732,296,265,0,0,0,0
618,GRANDMASTER,Z-7R8NmOJq5VQcgGJCnmPOpHfHuum4oARuO9T6BS60SA987JMMyg1TmTdw,투정꾼,757,310,274,0,0,0,0
619,GRANDMASTER,wWNJYx-N5TxuvEopF_a1T99fX5osiogjBUK0vqzpfGco98LJ3myGPUcVpw,dsawqeq,674,218,191,0,0,1,0
620,GRANDMASTER,cms8Vy3Wh3BRSVNSjDJh6AVuAQ4RhrPXmHWvdGRut_7t920,예 샨,806,197,159,0,0,0,0
621,GRANDMASTER,Qs6bfkOmdp8gQDpppiBSWPbqt-FHL18bkZt-IwMZLsA70aZgdXLWKeL-lA,푸른 갈대,842,469,437,0,0,1,0
622,GRANDMASTER,79vGgCx-HI_93QLkIRS0WxxMCJnJmM1N4mPQaXCBwqLDeEI,파랑바다구름,612,219,181,0,0,0,0
623,GRANDMASTER,jnC3Mdxuk0sIBgSrRVNDtDpMVxpWqJloPLhdSVnnFcJSCjne8aNmvzIAJg,3성 라칸,619,143,103,0,0,1,1
624,GRANDMASTER,JW_uYW8pVSzieY9W2BOKs5kGLHxsM0ARx5oy8bJ87wdRESI,호잇이,784,233,211,1,0,0,0
625,GRANDMASTER,bPWzYHgju-KOp4W8I0LViRC6esi2T1qfEepSNtMKhYRRcHl-jJM-oAyBcg,현지인11,624,286,248,0,0,1,0
626,GRANDMASTER,EiKZfucXLphs8w2CeCD5AW1cN0kFjJqUalrasASTO-uaYS0,국밥좋아하는혜지,695,151,109,0,0,0,0
627,GRANDMASTER,OmON8ztLT_Aexdmq49Wk7Hk3rWD9HCDrxtkcSyHNFQqI4a0,alstlrqkr,715,358,327,0,0,0,1
628,GRANDMASTER,YtTvS4Ixpe2LsK2oVdkMb0xFKwtnCaaIiPjcX-TN2wegs-4,아니난피망싫어,879,117,83,0,0,0,0
629,GRANDMASTER,N322XGx9rp7rVNWJWjnudDAlri-YW7cKSNyp30nu6wLZWA,정글오공 김휘인,760,647,613,0,0,1,0
630,GRANDMASTER,xyefsg5oVvWyr4prA23x1Z9IAtVLKU8t1I2SqFQympQbpMk,러블리승원,693,71,32,0,0,0,0
631,GRANDMASTER,P1_wrPDIYbram231ukfye7ruZHsN2z0Ngx-vOFPzoM3O1t0,Incheon meat,695,278,248,0,0,0,0
632,GRANDMASTER,36vHbM7IdmWRMiXEjoyszsGidmxdEgDVBGYy54q56kdMY-g,쿠 리,737,406,379,0,0,1,0
633,GRANDMASTER,ReQr-uQUVwL3sONU44dNEj40KUOp-ZUy2iLX3C6_Zc_R4_O28V0R6Pydtg,아쉽게도 만약에,645,204,178,0,0,1,0
634,GRANDMASTER,wpb7PZTEwaqcJI7xUOpFAYomZN6NqcKE935K0NwrTfaZcYMT,Mg m1d,802,435,401,0,0,1,0
635,GRANDMASTER,4BOGEoO3LITd9ziA8UJtvaXTJ2Mg4doC-N5R-BF3db8IWwM,읽씹맨,783,264,238,0,0,0,0
636,GRANDMASTER,Fz-ieO_gobMvaWnAbYiH562Z35NNLUHzOkWm0xA0U3s9wHfpPskQ9FgeRg,wOxinkejian1,656,427,410,0,0,1,0
637,GRANDMASTER,Q6_UPy_jyELOAhJ3Rtr45UQA97eyJvBEWatT6c-sQCiXh_OB,마라무,829,476,444,0,0,1,0
638,GRANDMASTER,dwbH9NSKrySny2Dj-69O8Af9rg25SFhB9k-SRevqBohC4vM,못하기,648,566,548,0,0,0,0
639,GRANDMASTER,wDZugXe46kNiHDEwXWpeWGxnGqxOKqOKarvgqx3MJUzI9XS2Y7d8riXQ6A,qwerr07,716,361,334,0,0,0,0
640,GRANDMASTER,uqddgW5WAo6IFMnK1WwJIlnBJ-rXVLtsGigx933mN-bOSIk,JaeYounge2,771,87,54,0,0,0,0
641,GRANDMASTER,037O1A_fniALLD9Bldn0HypM8sDzYTdYSju7z1EUaomYGjZC2ARtth47xw,Mishara,712,339,310,0,0,1,1
642,GRANDMASTER,IuT3d-kvFFfMYek-d9_v8rclrT2tXGCbi3o4Oe_LWrrsL0zL4jKZXG9CTQ,아버지라고불러요,656,271,233,0,0,1,0
643,GRANDMASTER,FsXZDh3r5fAfMxvF0snqDLSLhpZzGwkp8NwuC_JsiWGEdw,신 격,613,87,63,0,0,0,1
644,GRANDMASTER,T-NSaIGQQlQyBOAETZDPjBPq200Ewc6OO-6UHpGr3nBZ3aQ,Ranger god,636,309,287,0,0,0,0
645,GRANDMASTER,qHOVpI9NJ3Ryqbb5FrBsXDhAxB5L2XV5aEZEIrUBZ5UZGs0,DK haYeon,722,326,293,0,0,0,0
646,GRANDMASTER,W9DJPOcHYrmJMR5u4dsVXQJ5N9qkLyMzGV-RsGz8yU-nldOhEiqNB1AtFw,원장 강승희,907,95,69,0,0,1,0
647,GRANDMASTER,TOWtRzs9uRxOIrzhTXsx9AUwrKgl1GyOEJG-aCI54z8r88g,DoJerry,636,391,364,0,0,0,1
648,GRANDMASTER,Iq0_Zttn-lYFbraVx79taL0hRGrcUkKpxfYABgJsJvjFUBNuWwOabmGY-Q,zhaozhaozha0,718,259,217,1,0,0,0
649,GRANDMASTER,Vri_wB5Ht8DAl1bHiFxt5MA6NtCtwuEysuJY72cyLTaHBfVt,한낮의빛이어둠의깊이를 알겠는가,676,179,142,0,0,1,1
650,GRANDMASTER,oi3UKGpoD3U5XsXQ6H5WOa8vh4JNeB2X7u6l_RbFYZWOiw,흉내쟁이,637,215,180,0,0,1,0
651,GRANDMASTER,ODv7rQ0udL_vq5u642I6Vnf5sTmhsJBEhc3UjaLP8uWur99a,한번에깨워주세요,755,131,105,0,0,0,0
652,GRANDMASTER,wBNjF3KwPMk4KwH8wUoPWLQcESSZRRgFp5_AiBRa-LyNYvHvxLzT4m8ihA,Dalinar Kholin,479,165,119,0,0,1,0
653,GRANDMASTER,bB3ABmpM0MBYSthw4CKwfKju9FAnmcViGFoepUxVZULw9qF_xYv8DkVRSQ,지오디 촛불하나,725,337,312,0,0,0,0
654,GRANDMASTER,fWKE90OjmSTJrj9enJFztJ2qUi7Ms0F2sKPS76OF5jVBaWQ,ZED99 XD,877,385,348,0,0,0,1
655,GRANDMASTER,W7eHK0g_sqBhLVjZm4T9M5vrY5SmZGujBuiJi-HZ2cW4-GM,벼릉아,828,137,100,0,0,0,0
656,GRANDMASTER,s1RpB0p-Svnn3-jxoWCt6d6mIfDj2bBYoPzPoyj73BMh2Jivm4yKozHjeQ,FatTigeeer,683,180,119,0,0,1,0
657,GRANDMASTER,9oOlxzdPQ7vs4rKCoCGuUop8WYUSorMxGvHDFmh_iLUqWB78tNxWO8FXbQ,무엇을1,656,121,72,0,0,0,0
658,GRANDMASTER,IQgoJa427Vjo7jxfdYoIGgNwOkqfZS3TdjvJgwqIC6G1l88,xiaozichen,807,232,166,0,0,0,0
659,GRANDMASTER,AaGxtoygo3zO_vbbMLIyiw_vyYMsQGXjEm5Pv20kv942nK4,fundamental,622,200,175,0,0,1,0
660,GRANDMASTER,81NPP9oysoeh7VvdtvSb8TN4PG2h8qxhHciUvbKc0F1Kbws,손덩연의 챌단속,773,217,181,0,0,0,0
661,GRANDMASTER,dULRATetvCA7qWT3VxC1M8VOtPhb0iLP4YGRBwVx2vDFTb0,nathan drake,667,328,253,0,0,1,1
662,GRANDMASTER,KrMy4uEAdXl7LwiSVY4hl6C-aITu-U85Cc7A_25xJMvHgw,GG River,649,238,209,1,0,0,0
663,GRANDMASTER,_95eMQDWx1pa-2mDQ_Z68sYDTyK-InPb_tWrMfVblIlr0Hg,Ying min,690,102,69,0,0,0,0
664,GRANDMASTER,K-5InEXVlzv21siPys-JPyw1NyUTdhhWLP3Uln867G1dbZg,숟인데요,733,85,56,0,0,0,0
665,GRANDMASTER,GOszXDGDeJA6QIPvld2FC-yTOxcNVShnPXEeoa9uULRfAaEpFULg057Lig,duodianzixin,665,373,346,0,0,0,0
666,GRANDMASTER,OuIe_Sxco85OFK4orCJchr4U9mbrW7Mms3-j624oW9cKu5oi,XXFNK1,709,328,288,0,0,0,0
667,GRANDMASTER,CANw3Baa7f6LNkAfGGL1-GNkpgSb96GGntyYOebjdy0oHAk,O1nce,676,379,348,0,0,1,0
668,GRANDMASTER,IRnmYBllAqow7j3ItCoTxp17Ysco-BhcYtGKvcH-i2n0gy0P2WDYWVZ0Cg,1ooc99,771,269,234,0,0,0,1
669,GRANDMASTER,9mXIJ4uyAcwKCMP2HMRbHo_Fw4hFaoUQNJNe9_B_7RvPcbY,Jerrya,612,682,663,0,0,1,0
670,GRANDMASTER,Oj2-Sd_OTJyu6oukttVjpDXIA11RpGqEqzlAtDx635nc29Q,짱해커 주니어,725,97,69,0,0,0,1
671,GRANDMASTER,oyXU998b0iJdx_PVC8f6eLpe7nVYBdVhySEspcQYqaDy-LE,Gen G Ruler,624,250,218,0,0,1,0
672,GRANDMASTER,dnGhMmWZ08eiMdOfACR1PG5MJdS4sb1TtfIPPJeAuFoFDBM,저 높은 곳으로,619,598,579,0,0,1,1
673,GRANDMASTER,eJb3CqrPZBdafRq1Kmhw9fzPi1prJSKdISI4y1Je2WwdHHU,오도독 해삼,854,239,214,0,0,1,0
674,GRANDMASTER,5qLYc9aU4e3uGKxQasOqs4svElotV7XEoiIYp5zlY2wsWY5RwRSe3EprrA,내 기억의 파편들,669,229,191,0,0,0,0
675,GRANDMASTER,n5sPVcYaogN4Duz7T0t9bH0GaMNG4fKWSDGpOi4MIFEjjbE,밀가루보단쌀밥,830,521,486,0,0,1,1
676,GRANDMASTER,MOz3kqkEjIp5L26gfa3PMiFNoatTgu4ugNfikRpwYjLV092XHlMwcmvT7w,ADC0315,918,204,126,0,0,0,0
677,GRANDMASTER,owWOEJjPJr_Y8Fg2K6f1zc4tjFzkv1YpYMYjc7N67bqZttULfJ98oVKGiQ,krid3,642,136,88,0,0,1,0
678,GRANDMASTER,vtd7DGBuW7ZuT_-PoLytH_dz2GDkyQZBG_vi7QeWh1maVYU,TlaRay,685,170,144,0,0,0,1
679,GRANDMASTER,k4xAVULFb7FxDPJe9nIXGCrgALYcY6aM_3InrzuvtTddm_8d2kisDC9u8A,bhyphgn,665,116,77,0,0,1,0
680,GRANDMASTER,7OVVYeJPrzD5hhe593G4OnvNfYuEeqkzDxzP6eN7rHuB7RE,KOI ElmiilloR,620,403,371,0,0,1,0
681,GRANDMASTER,DrO06STGiqRCu1a6cw5kOhrRaF2tx5kkbYQ-ydEEqfyAMok,숨어숨어숨어숨어,707,1080,1045,0,0,1,0
682,GRANDMASTER,PyURnhsAdLf2FBKChFcdFSLsjDv7M90OsU5MpKeXunWXEGA,Nty1,867,215,181,0,0,0,0
683,GRANDMASTER,t-Wrtfg9RXE_UpR0FhhSEv2e1XA-oM9xy1XYYYYuMht3SaXX77NyMdfxfQ,zczzczzcxzz,928,215,140,0,0,1,0
684,GRANDMASTER,js27ahpAn6aVEqLPBUqFO-CvuJjhpmClvA-3-0Yvhq_LNX5qLxKpHI_mtA,Just go to win,695,263,235,0,0,1,1
685,GRANDMASTER,QIU9MrRG74HEV1z-91ArQ54AZwiGFD2d_jGAQOJkTUjEzwQ,Staceyzzzz,818,186,141,0,0,1,1
686,GRANDMASTER,jdpwOr0b9V57uhP1zLnj1L1scK_yeNznqeAcguY7Sq2n9jpvdWI-5kF0vg,NS CaIIme,658,232,198,0,0,1,0
687,GRANDMASTER,Bn52hdw_CW6LhPLYdNgIc1pDQRoK1gsjKpjyJ1zXzJdKma-837UeyAIoNQ,CrazyCat88,660,517,484,0,0,0,0
688,GRANDMASTER,5Bmiw0eSlLwlKvbJWLpHKorCrR1xeftdXfXLnpnWcqH4OIBY_tGPEGrfmA,Kiw1 doctor,730,393,361,0,0,1,0
689,GRANDMASTER,bS1IHswjTWb4LF0ylgSdYoswiSb4Ick6nJ1xV0ojDAw4LNI,FAIRY0730,646,168,130,0,0,1,1
690,GRANDMASTER,O5mldKb3C0rbqK2g6lCQFXUDJN9xzgJUuvKtjJJ4IBS1s5xcfHp2tZfNfQ,huan ting,622,186,142,0,0,1,1
691,GRANDMASTER,zlI4E8k2u7T3HHPYFRI1FH2TuZOVVOcOC3Zae74WsKa2rvMWoc237WfmnQ,Twitch익산누누1,889,290,255,0,0,1,0
692,GRANDMASTER,OAmgQHZ37zjFZDMwZzmAjBEA-nwBIHXxVPiAf8cia3fStdFHMVbi6t6iaw,Love Melon 1,632,73,42,0,0,1,0
693,GRANDMASTER,5AjVUhZs7HkXwL6gv7mJRP4C6d9YKXSYmOGT7sgKL4chaXA,노홍철의 밀라노,638,331,301,0,0,1,1
694,GRANDMASTER,PfgXRRnJTNIUyhRxokfKuz_sHNajyxkygfM29TZqfXOZ9mL_rKNnVydMPw,CB fan,621,209,181,0,0,1,1
695,GRANDMASTER,ftPOwYyClIhtnqXcZMuLgX2KBIkMmw0nIKKuLzX375emzHQ,Sereno,624,245,220,0,0,1,1
696,GRANDMASTER,oFcN8g4LPJtML2porIvB8gQpn4V805WtIXMFClfsVHo6N34,트위치 이렐장군2,672,276,244,1,0,0,0
697,GRANDMASTER,9yWuv7H_BKZ8PNTfSOMusnNN97VMkm8BgLMMFVKalQNKuDbkum0WrEHLwg,liulanghan,906,363,323,0,0,0,0
698,GRANDMASTER,WTxva8pipaG7hJbvYxEOZBiWMMlyJjhQAd8_2xem3C70yhGuT19kSVQv_Q,qazwsx123987,813,370,304,1,0,0,0
699,GRANDMASTER,FrAOcMM3ixdCpk9ufENqgJmLa_m3TVbnvBjQai_79u6292ZfVjGeNkHZbw,5S0S,834,371,322,0,0,0,1
